2.330,-0.882,0
1.023,2.108,0
1.555,-0.314,0
-1.845,-0.534,0
-1.401,-1.037,0
-0.232,-0.584,0
-1.460,0.203,0
0.492,1.194,0
0.255,-2.256,0
1.065,-0.090,0
0.780,1.411,0
-0.791,-0.124,0
-0.376,0.046,0
2.754,0.121,0
-1.031,-0.640,0
0.136,0.250,0
-0.794,-1.514,0
0.395,-0.457,0
1.202,-0.545,0
1.576,1.344,0
0.526,-1.060,0
-1.238,2.366,0
-1.024,1.131,0
0.196,2.301,0
1.513,1.655,0
-2.436,0.515,0
-0.863,-0.764,0
-0.955,-1.201,0
1.256,1.154,0
-1.347,1.792,0
0.943,-1.352,0
0.205,0.757,0
0.626,-0.947,0
-0.594,0.248,0
-0.835,0.919,0
1.335,-1.689,0
-2.178,0.217,0
0.355,-0.513,0
-0.259,1.109,0
-0.648,0.466,0
-0.159,-0.090,0
-0.255,1.764,0
-1.532,0.406,0
-1.739,-0.791,0
-0.071,-0.787,0
-1.590,1.560,0
-0.919,0.092,0
0.242,0.961,0
-0.290,1.334,0
2.037,0.609,0
-1.105,1.453,0
-0.589,-0.870,0
-0.455,0.688,0
1.283,0.503,0
-0.419,1.315,0
-0.821,0.647,0
1.638,0.281,0
1.149,1.385,0
0.500,0.587,0
0.401,1.225,0
1.215,-1.198,0
-1.326,1.070,0
0.689,-0.436,0
-0.693,-0.650,0
-0.429,-0.314,0
-1.289,0.733,0
-0.571,-0.440,0
1.981,-0.670,0
-0.542,0.277,0
-1.041,1.293,0
-2.087,0.144,0
-0.334,0.804,0
-0.607,1.782,0
-0.577,-0.292,0
-0.873,-0.273,0
1.695,-0.782,0
-2.739,1.307,0
0.230,0.822,0
-0.460,0.474,0
-0.308,3.169,0
-1.177,0.597,0
0.597,1.979,0
0.490,-1.063,0
-0.087,1.695,0
-0.686,1.382,0
-0.810,0.538,0
-0.527,1.862,0
0.706,0.669,0
0.943,-1.011,0
0.306,0.857,0
0.975,-1.078,0
0.091,1.287,0
0.708,0.665,0
0.423,0.377,0
0.944,-0.972,0
0.533,1.097,0
0.663,0.997,0
-0.849,-0.278,0
1.277,-0.813,0
-1.061,1.075,0
7.761,2.096,1
3.173,-1.556,1
6.585,-0.429,1
6.563,1.824,1
5.015,-0.745,1
6.387,0.019,1
2.920,-1.388,1
4.408,-2.566,1
6.018,-1.167,1
6.840,2.828,1
7.129,-1.007,1
6.104,0.431,1
8.645,-0.748,1
5.326,-0.070,1
9.553,2.970,1
7.926,2.352,1
8.734,4.312,1
5.930,0.516,1
7.580,2.328,1
4.684,-0.838,1
5.306,0.355,1
5.927,-0.205,1
4.324,-3.543,1
5.099,0.544,1
3.862,-2.467,1
5.138,0.798,1
7.970,2.153,1
6.412,1.480,1
3.083,-3.132,1
6.829,-0.446,1
6.468,-0.542,1
6.502,-0.970,1
5.470,0.749,1
5.216,-1.511,1
8.454,-0.471,1
5.549,0.144,1
9.215,3.258,1
4.485,-2.021,1
6.731,1.732,1
5.832,0.762,1
3.941,-1.247,1
5.207,-0.228,1
6.800,0.213,1
5.052,0.740,1
7.364,0.624,1
9.054,0.988,1
5.437,-1.048,1
3.941,-1.302,1
6.373,-0.076,1
6.555,-0.380,1
8.311,2.379,1
5.487,0.636,1
4.382,-0.187,1
8.446,1.484,1
5.792,2.146,1
8.424,-0.305,1
4.874,-3.315,1
6.717,1.797,1
3.760,-0.971,1
5.096,0.162,1
7.934,1.664,1
5.569,-2.073,1
6.612,0.303,1
6.588,1.914,1
4.690,-0.853,1
5.996,0.244,1
5.447,-1.973,1
3.843,0.647,1
9.233,1.567,1
5.906,-0.613,1
5.872,-0.287,1
4.012,-0.229,1
5.753,-2.069,1
4.256,0.883,1
6.036,-1.354,1
6.133,3.166,1
5.677,-2.058,1
6.208,0.117,1
7.634,1.055,1
4.728,-0.736,1
3.409,-1.654,1
6.424,0.214,1
6.316,1.921,1
5.226,-0.200,1
4.910,-1.663,1
5.647,0.999,1
9.329,1.269,1
6.319,0.821,1
6.581,1.614,1
4.883,0.025,1
5.614,-1.725,1
7.880,0.671,1
8.180,0.435,1
7.026,0.175,1
5.657,0.927,1
5.450,-2.321,1
3.280,-1.491,1
6.993,2.943,1
7.349,-0.348,1
1.566,-2.153,1
1.784,3.997,2
3.438,4.552,2
0.033,4.515,2
3.181,3.081,2
3.538,3.624,2
5.195,5.553,2
2.700,2.742,2
0.818,3.641,2
5.002,3.027,2
1.311,4.170,2
3.274,5.882,2
2.437,4.919,2
4.512,5.050,2
2.230,3.503,2
2.805,2.779,2
3.948,4.498,2
1.306,7.063,2
3.623,5.066,2
4.046,3.900,2
3.984,4.842,2
1.724,3.365,2
0.807,5.253,2
2.498,3.556,2
3.274,3.544,2
2.709,4.837,2
3.389,5.374,2
2.586,3.978,2
1.838,4.325,2
1.805,1.342,2
3.592,4.464,2
0.505,2.941,2
2.743,2.385,2
3.327,5.247,2
4.875,4.145,2
1.532,4.818,2
5.553,4.294,2
2.144,3.757,2
3.750,4.737,2
4.003,3.498,2
0.321,5.035,2
3.787,3.812,2
2.310,4.769,2
3.772,5.402,2
2.160,4.336,2
1.996,3.400,2
2.588,2.340,2
1.965,1.460,2
2.042,3.901,2
2.284,3.295,2
3.637,5.999,2
1.581,3.004,2
4.301,3.825,2
5.775,2.020,2
4.140,3.180,2
5.520,3.482,2
1.314,4.911,2
-0.606,4.029,2
2.229,3.065,2
2.363,4.080,2
4.088,4.935,2
6.557,4.924,2
1.911,3.511,2
4.703,4.612,2
