2.147,1.017,0
2.113,0.676,0
2.188,0.690,0
2.085,1.061,0
2.500,1.241,0
2.174,1.212,0
1.775,0.686,0
2.469,1.329,0
1.755,0.612,0
2.727,1.191,0
2.588,0.780,0
2.010,1.247,0
2.677,1.472,0
2.742,1.437,0
1.904,0.177,0
1.410,0.698,0
1.385,0.659,0
2.305,1.663,0
2.859,0.745,0
3.071,1.156,0
2.707,1.752,0
2.256,0.191,0
1.629,0.053,0
2.821,0.646,0
2.530,1.803,0
3.139,1.732,0
1.903,1.633,0
1.899,1.631,0
2.101,-0.071,0
1.087,0.242,0
1.122,0.114,0
3.124,0.787,0
2.225,1.875,0
1.235,-0.090,0
1.762,-0.317,0
3.506,1.613,0
3.458,1.131,0
0.990,0.941,0
2.535,-0.092,0
1.645,-0.516,0
0.668,0.170,0
2.172,2.327,0
0.462,0.331,0
0.038,-1.267,1
0.031,-1.263,1
-0.107,-1.929,1
-0.480,-1.939,1
-0.610,-1.908,1
-0.097,-2.110,1
0.740,-1.409,1
0.376,-1.027,1
0.835,-1.474,1
0.370,-2.154,1
-0.725,-1.064,1
-0.551,-2.222,1
-1.115,-1.802,1
0.978,-1.446,1
0.788,-2.027,1
-0.807,-2.234,1
1.035,-1.451,1
-0.495,-2.381,1
-0.558,-2.373,1
0.183,-2.427,1
-1.457,-1.383,1
-1.349,-2.118,1
-0.868,-2.444,1
-1.542,-1.381,1
-0.462,-0.618,1
-1.564,-1.852,1
0.900,-0.764,1
-1.597,-1.208,1
-0.556,-2.658,1
-1.177,-0.664,1
-0.253,-2.821,1
1.263,-0.771,1
-1.572,-0.885,1
-1.793,-1.150,1
1.658,-0.957,1
1.833,-1.288,1
-1.836,-0.830,1
1.976,-1.403,1
-0.813,-0.221,1
2.050,-1.925,1
-0.929,-3.073,1
-2.433,-1.257,1
2.249,-1.885,1
-2.929,1.274,2
-2.807,1.571,2
-2.949,1.555,2
-2.602,1.757,2
-2.597,0.698,2
-3.143,0.738,2
-2.848,0.556,2
-2.986,0.489,2
-2.626,0.563,2
-2.240,1.175,2
-2.890,1.925,2
-2.550,2.045,2
-2.210,1.160,2
-2.737,0.410,2
-2.900,2.041,2
-3.064,0.353,2
-2.760,2.139,2
-3.094,0.349,2
-2.466,2.194,2
-2.779,0.287,2
-2.937,0.264,2
-3.392,1.312,2
-2.181,2.078,2
-2.375,0.482,2
-2.387,2.297,2
-3.530,0.883,2
-2.385,0.375,2
-2.321,2.356,2
-2.374,0.292,2
-3.583,1.273,2
-2.287,0.373,2
-3.678,0.848,2
-2.406,2.592,2
-1.813,1.528,2
-2.381,2.589,2
-2.147,0.368,2
-3.212,-0.251,2
-3.371,2.216,2
-3.605,1.802,2
-2.678,2.761,2
-3.936,0.660,2
-1.610,2.407,2
-3.916,0.155,2
